CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A3234	38.221177	-121.494692	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	4.07	2.06	18.91	71.71	7.36	8.46	90.88	2.27	1.40	13.97	2.48	13.91	18.94	64.69	0.04	1.11	0.88	0.00	3.21	25.75	27.65	0.00	6.02	1.41	1.51
A570	38.222221	-121.556607	North Delta tidal transition zone	Sacramento River	10/1/2020	7.49	15.71	19.61	132.66	7.72	10.76	117.63	1.49	0.90	10.59	1.62	13.97	19.63	118.90	0.06	0.52	0.78	0.12	1.69	30.50	47.53	10.62	23.20	1.23	1.88
A2995	38.222419	-121.543905	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.06	8.68	19.37	127.19	7.78	8.61	93.46	1.45	0.81	12.58	1.57	12.70	19.40	113.20	0.06	0.75	0.83	0.00	2.05	36.42	40.31	0.01	12.74	1.33	1.68
A2531	38.222361	-121.673463	Western Delta tidal zone	Cache Slough	10/1/2020	12.86	4.35	19.98	156.27	7.84	9.14	100.55	3.19	1.50	17.27	2.70	19.48	20.01	141.87	0.08	2.34	0.33	1.30	4.35	53.90	7.73	29.96	17.20	1.60	2.91
A2993	38.223316	-121.540685	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.05	8.72	19.37	127.07	7.78	8.60	93.42	1.44	0.81	12.54	1.55	12.67	19.40	113.11	0.06	0.74	0.84	0.00	2.07	35.08	40.41	0.02	12.77	1.33	1.67
A3138	38.223030	-121.507236	Mokelumne tidal transition zone	North Mokelumne River	10/1/2020	12.84	9.64	19.29	128.43	7.56	8.27	89.70	1.77	0.85	15.34	1.65	15.88	19.30	114.42	0.04	1.04	0.68	0.01	1.84	59.23	37.90	0.51	22.48	1.49	2.23
A3232	38.223325	-121.492216	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	3.31	1.78	18.84	66.51	7.35	8.43	90.53	2.36	1.40	13.90	2.47	13.72	18.86	59.24	0.04	1.12	0.88	0.00	3.18	31.41	27.72	0.02	5.04	1.41	1.45
A2991	38.223913	-121.537126	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.09	8.84	19.36	126.57	7.78	8.58	93.14	1.44	0.83	12.49	1.57	12.60	19.38	112.70	0.06	0.74	0.84	0.00	2.07	35.15	40.76	0.04	12.93	1.32	1.62
A3136	38.224894	-121.504169	Mokelumne tidal transition zone	North Mokelumne River	10/1/2020	9.46	6.80	19.12	106.11	7.50	8.31	89.86	1.98	1.03	14.79	1.97	15.06	19.14	94.03	0.04	1.09	0.79	0.02	2.41	53.62	34.24	0.94	16.00	1.46	1.98
A568	38.225095	-121.556230	North Delta tidal transition zone	Sacramento River	10/1/2020	6.78	15.18	19.48	130.84	7.72	10.00	108.98	1.63	0.93	11.44	1.73	13.74	19.50	116.94	0.06	0.61	0.85	0.08	1.88	31.77	46.20	6.44	21.96	1.28	1.80
A2989	38.225236	-121.533995	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.23	9.12	19.35	126.82	7.78	8.55	92.86	1.47	0.89	12.58	1.67	12.69	19.37	112.93	0.06	0.75	0.87	0.00	2.11	34.74	41.40	0.01	13.35	1.33	1.59
A2529	38.225210	-121.674359	Western Delta tidal zone	Cache Slough	10/1/2020	12.73	4.24	19.99	156.35	7.84	9.06	99.58	3.09	1.52	17.44	2.70	19.56	20.02	141.92	0.08	2.36	0.35	1.30	4.32	54.78	8.26	30.09	16.97	1.61	2.93
A3122	38.226094	-121.508561	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	13.85	10.19	19.35	134.31	7.58	8.24	89.58	1.73	0.83	15.64	1.60	16.02	19.36	119.65	0.05	1.05	0.65	0.01	1.72	60.88	38.12	0.67	24.03	1.50	2.32
A3230	38.226110	-121.491518	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	2.72	2.17	18.75	63.11	7.37	8.39	89.98	2.41	1.33	13.86	2.36	13.56	18.77	54.57	0.05	1.13	0.88	0.00	3.04	35.68	29.08	0.02	4.54	1.40	1.45
A2985	38.226449	-121.528329	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.58	9.97	19.35	128.36	7.76	8.53	92.64	1.48	0.91	12.90	1.74	13.04	19.38	114.53	0.06	0.74	0.90	0.00	2.17	34.06	41.40	0.00	14.55	1.35	1.56
A3134	38.226384	-121.501507	Mokelumne tidal transition zone	North Mokelumne River	10/1/2020	7.23	5.75	19.00	91.79	7.51	8.33	89.86	2.16	1.22	14.49	2.23	14.51	19.02	79.84	0.04	1.12	0.93	0.01	2.75	49.29	34.58	0.80	12.27	1.44	1.82
A2987	38.227356	-121.531588	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.40	9.59	19.35	127.47	7.77	8.55	92.80	1.47	0.90	12.70	1.72	12.84	19.37	113.63	0.06	0.74	0.89	0.00	2.15	34.35	41.47	0.03	13.99	1.34	1.56
A3132	38.227700	-121.498435	Mokelumne tidal transition zone	North Mokelumne River	10/1/2020	5.43	4.76	18.90	80.27	7.49	8.35	89.93	2.28	1.35	14.22	2.40	14.09	18.93	68.92	0.04	1.14	1.01	0.01	3.00	45.07	34.31	0.50	9.33	1.43	1.70
A2983	38.227898	-121.526208	North Delta tidal transition zone	Georgiana Slough	10/1/2020	5.30	11.77	19.37	131.98	7.75	8.48	92.16	1.47	0.89	13.65	1.68	13.83	19.39	117.97	0.06	0.75	0.89	0.00	2.15	34.73	41.51	0.00	17.07	1.39	1.56
A566	38.228014	-121.556151	North Delta tidal transition zone	Sacramento River	10/1/2020	6.54	14.10	19.45	130.34	7.72	9.92	108.03	1.67	0.92	11.57	1.71	13.82	19.48	116.60	0.06	0.62	0.81	0.11	1.90	32.17	42.19	6.62	20.64	1.28	1.71
A2527	38.228135	-121.674614	Western Delta tidal zone	Cache Slough	10/1/2020	12.48	4.07	20.01	156.50	7.86	8.95	98.52	3.03	1.47	17.68	2.64	19.69	20.02	142.19	0.08	2.24	0.41	1.19	4.07	55.00	10.15	29.15	16.55	1.62	2.97
A3120	38.228294	-121.511115	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	13.95	10.45	19.36	134.68	7.59	8.24	89.66	1.74	0.81	15.65	1.57	16.03	19.37	120.01	0.05	1.05	0.66	0.01	1.72	60.79	38.18	0.63	24.31	1.50	2.32
A2981	38.229898	-121.523581	North Delta tidal transition zone	Georgiana Slough	10/1/2020	5.88	13.40	19.37	134.60	7.73	8.50	92.30	1.48	0.87	14.15	1.64	14.40	19.40	120.31	0.06	0.75	0.88	0.00	2.09	35.62	41.84	0.00	19.28	1.42	1.57
A3118	38.230287	-121.509034	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	13.90	10.78	19.35	134.11	7.58	8.24	89.70	1.76	0.80	15.70	1.55	16.04	19.36	119.46	0.05	1.07	0.65	0.02	1.74	61.40	37.15	1.04	24.40	1.51	2.23
A564	38.230793	-121.557016	North Delta tidal transition zone	Sacramento River	10/1/2020	7.33	16.08	19.53	132.31	7.70	10.93	119.24	1.57	0.86	10.76	1.57	14.41	19.57	118.69	0.07	0.54	0.72	0.16	1.67	32.12	43.40	10.16	23.40	1.23	1.67
A2111	38.230677	-121.673394	Cache Slough complex	Sacramento Deep Water Shipping Channel	10/1/2020	12.34	4.05	20.02	156.52	7.87	8.99	98.89	3.03	1.46	17.75	2.63	19.72	20.03	142.31	0.08	2.19	0.42	1.14	4.01	54.58	10.63	28.57	16.40	1.63	2.99
A3127	38.231299	-121.495115	Mokelumne tidal transition zone	Dead Horse Cut	10/1/2020	5.28	6.20	18.84	79.77	7.56	8.30	89.35	2.42	1.53	14.44	2.59	14.07	18.86	64.70	0.05	1.18	1.11	0.00	2.92	42.47	38.65	0.00	9.33	1.44	1.60
A2979	38.232150	-121.521292	North Delta tidal transition zone	Georgiana Slough	10/1/2020	6.51	15.52	19.37	137.19	7.72	8.56	93.02	1.51	0.86	14.56	1.63	15.00	19.39	122.55	0.06	0.74	0.87	0.00	2.06	35.80	41.99	0.33	22.03	1.44	1.61
A3116	38.232215	-121.506362	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	13.82	11.46	19.35	134.21	7.58	8.36	90.92	1.78	0.79	15.72	1.51	16.11	19.36	119.56	0.06	1.06	0.62	0.03	1.72	61.30	36.20	2.17	24.93	1.51	2.13
A2524	38.232118	-121.675732	Cache Slough complex	Cache Slough	10/1/2020	12.18	3.83	20.03	156.86	7.89	8.92	98.16	3.04	1.44	17.98	2.62	19.86	20.05	142.70	0.08	2.16	0.39	1.15	3.93	54.79	9.93	29.37	16.01	1.64	3.01
A562	38.233413	-121.558472	North Delta tidal transition zone	Sacramento River	10/1/2020	8.07	18.33	19.61	134.21	7.68	11.89	129.89	1.50	0.79	10.07	1.45	15.00	19.64	120.62	0.07	0.46	0.65	0.19	1.44	32.15	45.40	13.00	26.40	1.19	1.69
A3114	38.233507	-121.503073	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	12.69	9.74	19.27	126.34	7.57	8.25	89.50	1.91	0.92	15.65	1.71	15.88	19.28	111.70	0.06	1.10	0.73	0.02	1.96	58.94	37.30	1.40	22.07	1.51	1.97
A3125	38.234061	-121.496261	Mokelumne tidal transition zone	Dead Horse Cut	10/1/2020	10.68	9.28	19.11	113.14	7.59	8.20	88.74	2.15	1.22	15.45	2.15	15.49	19.13	96.44	0.06	1.19	0.98	0.00	2.36	52.35	41.74	0.00	18.00	1.49	1.78
A2109	38.234032	-121.674063	Cache Slough complex	Sacramento Deep Water Shipping Channel	10/1/2020	11.80	3.79	20.06	157.38	7.92	8.96	98.63	3.01	1.45	18.30	2.63	20.03	20.07	143.20	0.08	2.17	0.39	1.14	3.93	55.04	10.10	29.23	15.59	1.66	3.04
A2977	38.234381	-121.518960	North Delta tidal transition zone	Georgiana Slough	10/1/2020	7.04	17.65	19.36	139.08	7.71	8.73	94.86	1.55	0.88	14.73	1.65	15.48	19.39	124.15	0.06	0.72	0.86	0.02	2.05	35.63	41.87	1.25	24.68	1.46	1.69
A3112	38.234349	-121.499653	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	12.00	9.62	19.20	121.59	7.59	8.20	88.86	2.05	1.08	15.65	1.95	15.81	19.22	105.55	0.06	1.16	0.89	0.01	2.17	55.46	40.65	0.26	20.29	1.51	1.85
A2521	38.234828	-121.679782	Cache Slough complex	Cache Slough	10/1/2020	12.07	3.58	20.04	157.25	7.90	8.82	97.13	3.02	1.40	18.26	2.58	19.98	20.06	142.95	0.08	2.24	0.31	1.24	3.98	56.15	7.91	31.21	15.64	1.65	3.00
A560	38.236256	-121.558848	North Delta tidal transition zone	Sacramento River	10/1/2020	7.85	18.43	19.57	134.35	7.68	11.53	125.82	1.54	0.78	10.47	1.49	15.03	19.59	120.42	0.07	0.47	0.66	0.17	1.48	31.60	44.75	11.83	26.28	1.21	2.20
A2975	38.236929	-121.517362	North Delta tidal transition zone	Georgiana Slough	10/1/2020	7.59	19.75	19.37	140.17	7.69	9.20	99.98	1.59	0.87	14.40	1.65	15.87	19.39	125.03	0.06	0.69	0.83	0.04	1.96	35.95	42.67	3.34	27.32	1.44	1.81
A3110	38.236817	-121.498019	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	12.02	10.00	19.18	121.43	7.58	8.24	89.21	2.06	1.09	15.69	1.94	15.91	19.20	105.47	0.06	1.19	0.90	0.00	2.21	54.99	40.96	0.12	20.50	1.51	1.83
A2519	38.236810	-121.681742	Cache Slough complex	Cache Slough	10/1/2020	11.61	3.40	20.08	158.45	7.93	8.78	96.78	3.05	1.43	18.88	2.62	20.37	20.10	144.06	0.08	2.35	0.29	1.31	4.08	57.40	7.01	32.07	15.01	1.69	2.98
A541	38.238463	-121.528070	North Delta tidal transition zone	Sacramento River	10/1/2020	7.41	21.02	19.46	138.33	7.67	10.90	118.64	1.48	0.76	11.68	1.43	15.79	19.50	123.75	0.07	0.52	0.62	0.17	1.49	34.37	41.45	12.69	28.42	1.28	1.60
A544	38.238563	-121.533539	North Delta tidal transition zone	Sacramento River	10/1/2020	7.68	22.30	19.49	138.84	7.66	10.82	117.88	1.55	0.75	11.73	1.45	15.99	19.54	124.20	0.07	0.50	0.59	0.23	1.48	33.68	39.45	15.26	29.98	1.28	1.71
A558	38.238776	-121.557102	North Delta tidal transition zone	Sacramento River	10/1/2020	7.46	18.07	19.52	134.66	7.68	10.75	117.18	1.58	0.81	11.25	1.56	14.96	19.54	120.46	0.07	0.51	0.70	0.15	1.62	31.54	43.28	9.72	25.53	1.26	2.43
A539	38.239138	-121.524496	North Delta tidal transition zone	Sacramento River	10/1/2020	7.37	20.56	19.44	138.55	7.67	10.70	116.38	1.50	0.77	12.03	1.45	15.82	19.48	123.90	0.07	0.54	0.64	0.15	1.55	34.59	41.50	11.23	27.93	1.30	1.63
A546	38.239315	-121.537104	North Delta tidal transition zone	Sacramento River	10/1/2020	7.73	21.92	19.52	138.57	7.66	10.68	116.40	1.57	0.75	11.77	1.47	15.97	19.57	124.04	0.07	0.51	0.59	0.22	1.52	33.65	38.97	14.52	29.65	1.29	1.84
A537	38.239511	-121.520882	North Delta tidal transition zone	Sacramento River	10/1/2020	7.43	20.23	19.38	140.07	7.68	9.76	106.07	1.60	0.84	13.60	1.58	15.98	19.42	125.06	0.07	0.63	0.74	0.10	1.80	34.93	41.05	6.69	27.66	1.39	1.75
A3108	38.239343	-121.497104	Mokelumne tidal transition zone	Snodgrass Slough	10/1/2020	12.88	11.05	19.23	127.30	7.57	8.36	90.58	1.99	1.00	15.84	1.78	16.22	19.24	111.87	0.06	1.18	0.84	0.02	2.09	56.48	40.04	1.34	22.78	1.52	1.89
A2517	38.239062	-121.684637	Cache Slough complex	Cache Slough	10/1/2020	11.37	3.35	20.11	159.12	7.96	9.01	99.29	2.90	1.47	19.01	2.66	20.54	20.14	144.85	0.08	2.39	0.36	1.25	4.14	57.79	8.98	30.16	14.72	1.70	2.90
A535	38.239750	-121.517497	North Delta tidal transition zone	Sacramento River	10/1/2020	7.97	22.40	19.44	139.99	7.67	10.73	116.72	1.59	0.78	12.46	1.50	16.27	19.43	124.93	0.07	0.54	0.70	0.12	1.58	29.48	44.89	10.30	30.38	1.33	1.96
A548	38.240144	-121.540620	North Delta tidal transition zone	Sacramento River	10/1/2020	7.79	21.74	19.56	138.27	7.66	10.64	116.04	1.54	0.76	11.69	1.47	15.86	19.60	123.88	0.07	0.52	0.61	0.20	1.55	33.63	39.28	13.33	29.53	1.28	2.02
A550	38.240936	-121.544154	North Delta tidal transition zone	Sacramento River	10/1/2020	7.79	21.53	19.57	138.07	7.66	10.60	115.68	1.53	0.75	11.64	1.48	15.77	19.61	123.72	0.07	0.53	0.63	0.18	1.56	33.76	40.56	11.82	29.31	1.28	2.08
A556	38.240981	-121.554860	North Delta tidal transition zone	Sacramento River	10/1/2020	7.28	18.34	19.49	135.73	7.69	10.12	110.31	1.65	0.84	12.09	1.63	15.11	19.50	121.27	0.07	0.57	0.77	0.11	1.75	32.34	43.53	6.94	25.62	1.31	2.49
A552	38.241506	-121.547750	North Delta tidal transition zone	Sacramento River	10/1/2020	7.77	21.01	19.59	137.60	7.67	10.52	114.88	1.52	0.76	11.59	1.50	15.59	19.62	123.30	0.07	0.54	0.68	0.15	1.59	33.69	42.66	9.32	28.78	1.28	2.18
A554	38.241844	-121.551401	North Delta tidal transition zone	Sacramento River	10/1/2020	7.51	19.98	19.53	137.21	7.68	10.06	109.74	1.63	0.81	12.27	1.61	15.44	19.55	122.74	0.07	0.58	0.75	0.11	1.73	33.31	43.54	6.47	27.49	1.31	2.34
A533	38.241589	-121.515585	North Delta tidal transition zone	Sacramento River	10/1/2020	8.43	22.95	19.47	139.29	7.65	11.28	122.77	1.56	0.75	11.90	1.42	16.30	19.43	124.28	0.07	0.51	0.64	0.14	1.43	29.51	45.70	13.12	31.38	1.29	2.02
A2363	38.242741	-121.676563	Cache Slough complex	Prospect Slough	10/1/2020	9.37	2.91	20.29	163.16	8.13	8.87	98.17	2.97	1.58	21.09	2.84	21.98	20.30	148.41	0.08	2.48	0.48	1.16	4.21	58.88	11.39	27.67	12.28	1.82	3.18
A2513	38.242598	-121.684900	Cache Slough complex	Cache Slough	10/1/2020	11.14	3.35	20.16	159.62	8.04	10.47	115.55	2.56	1.70	18.35	2.66	21.63	20.18	145.41	0.08	2.24	0.45	1.18	4.02	55.58	10.91	29.45	14.48	1.66	2.91
A531	38.243877	-121.513316	North Delta tidal transition zone	Sacramento River	10/1/2020	9.17	25.38	19.49	138.84	7.62	12.63	137.47	1.52	0.83	11.62	1.23	16.49	19.43	123.95	0.07	0.38	0.46	0.23	1.06	23.37	42.67	23.14	34.63	1.28	2.24
A2622	38.244009	-121.694058	Cache Slough complex	Lindsey Slough	10/1/2020	11.65	4.09	20.08	158.89	8.02	11.09	122.14	2.48	1.47	16.45	2.63	24.84	20.07	144.84	0.08	2.13	0.14	1.61	4.21	50.60	1.95	38.56	15.74	1.55	2.86
A2511	38.244255	-121.688731	Cache Slough complex	Cache Slough	10/1/2020	11.71	3.96	20.09	158.24	8.02	11.52	126.92	2.43	1.58	16.55	2.59	24.06	20.09	144.29	0.08	2.08	0.27	1.42	4.06	50.99	5.66	35.16	15.66	1.56	2.85
A2361	38.245732	-121.675616	Cache Slough complex	Prospect Slough	10/1/2020	8.49	2.71	20.37	165.38	8.19	8.84	97.92	2.92	1.63	21.79	2.91	22.69	20.38	150.68	0.08	2.47	0.63	0.99	4.14	59.57	15.26	23.82	11.20	1.86	3.34
A2509	38.246695	-121.687069	Cache Slough complex	Cache Slough	10/1/2020	11.45	3.88	20.09	158.85	8.00	12.01	132.38	2.55	1.72	16.47	2.57	24.78	20.11	145.15	0.08	2.07	0.32	1.33	3.97	51.81	7.57	33.67	15.32	1.55	2.90
A2359	38.248112	-121.674218	Cache Slough complex	Prospect Slough	10/1/2020	8.27	2.64	20.39	166.14	8.20	8.89	98.55	2.92	1.62	21.90	2.87	22.99	20.41	151.61	0.08	2.42	0.64	0.95	4.06	59.60	15.85	23.46	10.91	1.86	3.38
A2507	38.249540	-121.687530	Cache Slough complex	Cache Slough	10/1/2020	11.16	3.98	20.10	159.71	7.99	11.88	131.03	2.79	1.69	16.54	2.57	25.97	20.12	146.27	0.08	2.17	0.29	1.37	4.03	53.31	7.31	33.88	15.14	1.56	2.94
A526	38.250720	-121.511157	North Delta tidal transition zone	Sacramento River	10/1/2020	9.68	27.18	19.26	140.34	7.61	12.91	139.92	1.57	1.25	14.19	1.22	16.61	19.27	125.10	0.07	0.38	0.30	0.29	0.96	36.31	30.60	31.91	36.90	1.42	2.58
A2357	38.250636	-121.672971	Cache Slough complex	Prospect Slough	10/1/2020	8.02	2.54	20.43	167.19	8.24	8.84	98.01	2.90	1.60	22.19	2.83	23.18	20.44	152.87	0.08	2.33	0.62	0.97	3.94	59.08	15.64	24.67	10.56	1.88	3.44
A2505	38.252413	-121.687613	Cache Slough complex	Cache Slough	10/1/2020	10.64	4.02	20.11	161.13	7.96	10.69	117.86	3.13	1.52	16.58	2.61	26.20	20.13	147.43	0.08	2.35	0.22	1.42	4.14	56.49	5.45	34.39	14.65	1.56	3.01
A2355	38.253350	-121.671988	Cache Slough complex	Prospect Slough	10/1/2020	7.95	2.51	20.45	167.93	8.25	8.79	97.53	2.87	1.62	22.37	2.81	23.28	20.48	153.91	0.08	2.33	0.61	1.04	3.98	58.46	15.02	26.01	10.46	1.89	3.46
A524	38.253395	-121.512634	North Delta tidal transition zone	Sacramento River	10/1/2020	9.50	27.79	19.26	140.64	7.61	12.89	139.74	1.60	1.28	13.84	1.24	16.70	19.27	125.42	0.07	0.37	0.33	0.27	0.97	36.59	33.41	28.78	37.31	1.40	2.73
A522	38.255690	-121.514816	North Delta tidal transition zone	Sacramento River	10/1/2020	9.54	27.93	19.25	140.80	7.60	12.76	138.23	1.63	1.23	13.72	1.27	16.79	19.26	125.57	0.07	0.37	0.35	0.26	0.98	36.97	34.86	27.24	37.48	1.40	2.89
A2503	38.255343	-121.687939	Cache Slough complex	Cache Slough	10/1/2020	10.47	3.96	20.11	161.61	7.96	10.28	113.38	3.19	1.49	16.40	2.65	25.94	20.13	147.73	0.08	2.41	0.23	1.41	4.18	57.69	5.59	33.71	14.43	1.55	3.05
A2353	38.256153	-121.671668	Cache Slough complex	Prospect Slough	10/1/2020	8.03	2.56	20.44	168.50	8.19	8.65	96.03	3.07	1.69	22.31	2.85	23.27	20.48	154.57	0.08	2.45	0.55	1.15	4.16	59.01	12.62	27.85	10.59	1.88	3.43
A2501	38.256835	-121.691001	Cache Slough complex	Cache Slough	10/1/2020	10.63	4.02	20.08	161.54	7.95	9.99	109.97	3.02	1.44	15.53	2.73	25.68	20.10	147.64	0.08	2.41	0.08	1.60	4.19	57.61	1.78	38.17	14.65	1.50	3.02
A520	38.257716	-121.517442	North Delta tidal transition zone	Sacramento River	10/1/2020	9.62	28.03	19.23	140.89	7.60	12.56	136.05	1.67	1.20	14.21	1.29	16.87	19.25	125.61	0.07	0.37	0.33	0.27	0.98	37.41	33.97	28.29	37.67	1.42	3.05
A2499	38.258353	-121.693986	Cache Slough complex	Cache Slough	10/1/2020	10.42	3.89	20.09	162.08	7.96	9.88	108.70	2.79	1.48	15.30	2.80	25.18	20.12	148.20	0.08	2.37	0.04	1.66	4.20	56.56	0.76	39.50	14.30	1.49	3.04
A2351	38.258947	-121.670739	Cache Slough complex	Prospect Slough	10/1/2020	8.00	2.57	20.43	168.67	8.17	8.59	95.32	3.17	1.69	22.24	2.84	23.21	20.47	154.64	0.08	2.51	0.53	1.15	4.17	60.17	11.57	27.63	10.56	1.88	3.42
A518	38.259747	-121.520091	North Delta tidal transition zone	Sacramento River	10/1/2020	9.80	28.23	19.25	140.84	7.60	12.32	133.51	1.68	1.28	15.70	1.24	16.93	19.27	125.65	0.07	0.34	0.24	0.36	0.92	36.85	25.55	39.02	38.06	1.51	3.28
A2435	38.260071	-121.692022	Cache Slough complex	Shag Slough	10/1/2020	10.13	3.79	20.12	162.33	7.98	9.76	107.66	2.78	1.52	15.19	2.84	25.03	20.15	148.48	0.08	2.38	0.09	1.59	4.26	55.88	2.04	37.34	13.92	1.48	3.07
A2349	38.261803	-121.669811	Cache Slough complex	Prospect Slough	10/1/2020	7.41	2.37	20.49	170.06	8.21	8.62	95.78	3.06	1.59	22.67	2.72	23.49	20.51	155.69	0.08	2.42	0.49	1.04	3.91	62.03	10.04	26.54	9.78	1.90	3.41
A516	38.261742	-121.522703	North Delta tidal transition zone	Sacramento River	10/1/2020	9.85	28.12	19.30	140.65	7.60	12.12	131.42	1.59	1.44	16.33	1.20	16.90	19.32	125.54	0.07	0.33	0.18	0.41	0.90	36.77	18.92	45.40	37.97	1.55	3.32
A2433	38.262785	-121.691562	Cache Slough complex	Shag Slough	10/1/2020	9.87	3.68	20.14	162.69	7.99	9.65	106.56	2.69	1.55	15.28	2.86	24.64	20.18	148.86	0.08	2.32	0.10	1.58	4.30	53.97	2.26	36.63	13.55	1.48	3.09
A514	38.263728	-121.525436	North Delta tidal transition zone	Sacramento River	10/1/2020	9.90	28.20	19.32	140.72	7.60	12.20	132.39	1.52	1.51	16.39	1.20	16.89	19.34	125.51	0.07	0.33	0.15	0.43	0.90	36.52	16.21	48.34	38.10	1.56	3.32
A2347	38.264747	-121.669771	Cache Slough complex	Prospect Slough	10/1/2020	7.05	2.25	20.53	170.91	8.25	8.70	96.68	2.96	1.54	22.95	2.68	23.82	20.55	156.48	0.08	2.34	0.49	0.97	3.77	62.06	10.94	25.67	9.30	1.92	3.41
A2431	38.265240	-121.692884	Cache Slough complex	Shag Slough	10/1/2020	9.66	3.58	20.15	163.10	8.01	9.55	105.30	2.56	1.59	16.05	2.86	23.99	20.18	149.20	0.08	2.26	0.10	1.59	4.36	51.79	2.23	36.43	13.24	1.53	3.11
A512	38.265792	-121.527989	North Delta tidal transition zone	Sacramento River	10/1/2020	10.01	28.51	19.33	141.10	7.59	12.31	133.56	1.50	1.59	16.37	1.23	16.95	19.35	125.65	0.07	0.32	0.14	0.45	0.90	35.74	15.58	49.81	38.52	1.56	3.31
A2345	38.266924	-121.668600	Cache Slough complex	Prospect Slough	10/1/2020	6.64	2.12	20.58	171.88	8.30	8.79	97.79	2.90	1.51	23.25	2.65	24.24	20.59	157.55	0.09	2.25	0.49	0.91	3.64	61.77	12.33	24.88	8.76	1.94	3.41
A510	38.267818	-121.530631	North Delta tidal transition zone	Sacramento River	10/1/2020	10.23	29.00	19.34	141.97	7.59	12.43	134.84	1.49	1.70	16.31	1.22	17.15	19.37	126.41	0.07	0.30	0.10	0.48	0.87	34.43	11.01	55.24	39.23	1.55	3.24
A2429	38.268331	-121.693697	Cache Slough complex	Shag Slough	10/1/2020	9.12	3.31	20.18	163.87	8.05	9.27	102.43	2.51	1.63	18.44	2.86	23.01	20.21	149.96	0.08	2.20	0.15	1.56	4.38	50.28	3.34	35.45	12.37	1.66	3.19
A508	38.269736	-121.533375	North Delta tidal transition zone	Sacramento River	10/1/2020	10.25	28.87	19.34	142.33	7.59	12.45	135.14	1.49	1.74	16.22	1.19	17.25	19.37	127.02	0.07	0.29	0.07	0.48	0.84	34.41	8.64	57.92	39.12	1.54	3.21
A2343	38.269711	-121.667373	Cache Slough complex	Prospect Slough	10/1/2020	6.12	1.93	20.65	173.08	8.35	8.87	98.82	2.84	1.51	23.73	2.64	24.75	20.66	159.49	0.09	2.13	0.50	0.87	3.49	60.97	13.68	24.89	8.06	1.96	3.43
A2427	38.271085	-121.695114	Cache Slough complex	Shag Slough	10/1/2020	8.77	3.11	20.19	164.37	8.08	9.16	101.16	2.44	1.65	20.02	2.87	22.76	20.22	150.48	0.08	2.24	0.16	1.57	4.40	50.85	3.60	35.78	11.66	1.75	3.27
A506	38.271746	-121.536038	North Delta tidal transition zone	Sacramento River	10/1/2020	10.07	28.06	19.34	142.18	7.58	12.43	134.88	1.50	1.78	15.99	1.17	17.22	19.37	127.34	0.07	0.29	0.06	0.48	0.82	35.70	7.45	58.02	38.13	1.53	3.17
A2341	38.272397	-121.665955	Cache Slough complex	Prospect Slough	10/1/2020	5.67	1.71	20.74	172.85	8.36	8.96	99.89	2.73	1.51	23.77	2.61	24.85	20.74	160.45	0.09	1.89	0.52	0.81	3.23	58.43	16.03	25.09	7.39	1.97	3.45
A504	38.273748	-121.538684	North Delta tidal transition zone	Sacramento River	10/1/2020	9.61	26.01	19.32	141.22	7.59	12.35	133.97	1.53	1.78	15.43	1.16	16.93	19.35	126.90	0.07	0.31	0.07	0.45	0.83	37.45	8.78	54.79	35.62	1.49	3.08
