CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	NH4 (uM) (DS) SA	Orthophosphate (uM) (DS) SA
A4979	38.03637	-121.52549	Central Delta Tidal Transition Zone	Middle River	Oct-2022	2.57	20.50	503.81	7.67	8.84	98.34	4.06	3.14	29.30	7.48	30.68	20.55	476.4	0.25	0.97	3.50	5.52	0.00	9.94	9.76	35.24	55.48	0.00	3.91	2.43	13.64	17.66	1.29	1.15
A5127	37.89784	-121.49496	South Delta Tidal Transition Zone	Middle River	Oct-2022	3.75	21.07	472.37	7.39	7.83	88.04	2.18	2.24	38.44	5.27	40.14	21.16	452.7	0.24	4.35	3.86	1.99	0.03	10.29	42.23	37.57	19.35	0.30	4.68	2.98	17.30	21.97	0.90	1.57
A2318	38.30607	-121.66717	Cache Slough Complex	Liberty Cut	Oct-2022	3.52	19.59	164.20	7.89	9.18	100.21	2.75	0.78	19.94	2.17	20.96	19.62	152.7	0.08	0.54	1.47	0.88	0.83	3.72	14.87	39.18	23.65	22.35	4.58	1.86	9.90	14.41	1.03	1.60
A414	38.36973	-121.52185	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	13.46	20.00	138.30	7.54	8.91	98.03	1.14	0.32	12.46	0.98	13.04	20.03	129.3	0.07	0.66	2.32	0.36	0.01	3.37	19.56	68.27	10.68	0.34	14.75	1.40	6.90	21.63	1.36	1.08
A727	38.09575	-121.72894	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.67	19.75	393.96	7.62	8.73	95.60	4.79	0.95	16.92	2.98	18.34	19.79	362.9	0.20	0.92	2.19	2.17	0.29	5.58	16.42	39.29	38.95	5.25	10.65	1.67	8.69	19.35	0.99	0.92
A2729	38.32485	-121.58611	North Delta Tidal Transition Zone	Sutter Slough	Oct-2022	8.66	19.82	130.09	7.49	8.67	95.06	1.16	0.58	12.42	1.58	12.89	19.85	121.3	0.07	1.09	1.29	0.37	0.57	3.30	33.03	39.10	11.11	17.19	10.11	1.40	6.89	16.96	1.25	0.91
A3480	38.09568	-121.66662	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	6.92	19.84	1218.01	7.83	8.96	98.58	7.28	3.26	20.73	7.73	22.69	19.86	1135.6	0.63	0.94	3.17	6.54	0.00	10.73	8.96	29.94	60.38	0.00	7.82	1.90	10.21	18.04	0.95	1.61
A896	38.06047	-122.00040	Suisun Bay	Suisun Bay	Oct-2022	17.00	18.33	16999.66	7.70	9.01	101.73	5.65	4.14	26.71	8.77	29.35	18.38	15709.4	10.67	6.47	1.08	6.01	2.02	15.60	41.37	7.09	38.59	12.85	18.99	2.27	12.61	31.52	2.33	1.27
A553	38.24175	-121.54956	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.71	19.77	135.45	7.48	8.70	95.30	1.28	0.59	14.14	1.79	14.95	19.77	126.2	0.07	0.79	1.73	0.81	0.26	3.62	20.88	48.76	22.38	7.15	12.14	1.50	7.58	19.54	1.38	0.82
A3839	37.95214	-121.33093	San Joaquin Tidal Transition Zone	Port of Stockton	Oct-2022	47.69	22.21	638.68	7.54	7.06	81.18	3.13	1.51	36.43	4.07	39.43	22.20	617.6	0.32	2.40	2.23	0.92	1.09	6.67	36.27	33.46	13.52	16.30	50.65	2.86	16.49	66.95	4.03	8.35
A1132	38.09511	-122.02828	Suisun Bay	Grizzly Bay	Oct-2022	18.43	18.71	20603.19	7.75	9.01	103.95	10.53	2.82	27.48	5.98	31.03	18.75	18521.3	12.64	5.41	2.90	4.87	0.53	13.82	39.22	21.33	34.94	3.80	20.17	2.32	12.91	33.07	1.82	1.06
A4101	38.16611	-121.48508	Mokelumne Tidal Transition Zone	Hog Slough	Oct-2022	2.72	20.55	134.57	7.72	9.37	104.25	2.06	2.39	22.31	5.76	23.15	20.55	124.0	0.07	4.06	1.52	3.25	0.98	9.82	41.47	15.65	32.88	10.04	2.97	2.00	10.84	14.24	0.53	0.97
A3282	38.17302	-121.49693	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	3.31	20.11	133.41	7.59	9.12	100.53	2.17	3.45	21.13	7.72	22.12	20.13	124.3	0.07	3.61	1.81	6.27	0.56	12.27	29.65	14.85	50.75	4.56	3.78	1.93	10.37	14.33	0.58	0.91
A515	38.26274	-121.52405	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	14.27	19.94	139.98	7.57	8.94	98.25	1.07	0.40	12.16	1.34	12.76	19.97	130.0	0.07	0.84	2.09	0.56	0.26	3.74	22.50	55.91	15.06	7.09	15.94	1.38	6.78	22.74	1.43	1.04
A3288	38.16530	-121.49246	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	1.97	20.27	138.84	7.64	9.27	102.50	2.13	3.18	23.76	7.16	24.99	20.27	129.8	0.07	3.36	1.78	5.96	0.57	11.79	28.94	15.05	50.03	5.00	2.38	2.09	11.42	13.85	0.48	0.96
A334	38.46071	-121.50341	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	2.97	19.71	121.81	7.63	9.03	98.76	1.27	0.27	10.66	0.95	11.03	19.75	113.4	0.06	0.64	2.30	0.26	0.03	3.24	19.81	71.18	8.00	0.82	6.33	1.29	6.18	12.65	1.35	0.68
A906	38.06663	-122.01873	Suisun Bay	Suisun Bay	Oct-2022	17.61	18.38	19403.81	7.69	8.72	99.49	6.60	2.10	27.09	4.63	29.91	18.41	18268.4	12.56	3.56	2.08	2.98	0.60	9.27	38.30	23.38	31.82	6.06	19.74	2.29	12.75	32.47	2.18	1.16
A4837	38.04335	-121.40936	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	4.19	20.48	351.18	7.51	8.04	89.46	1.81	1.95	46.54	4.92	49.92	20.49	329.1	0.17	2.84	2.17	1.00	0.80	6.81	41.75	31.96	14.54	11.72	5.35	3.48	20.54	26.07	0.93	1.62
A4420	38.03707	-121.57953	Central Delta Tidal Transition Zone	Old River	Oct-2022	3.67	20.68	533.09	7.92	9.09	101.52	4.22	1.98	25.08	4.66	26.49	20.78	507.8	0.27	1.44	3.42	3.37	0.00	8.18	17.63	41.51	41.37	0.01	4.84	2.17	11.95	16.79	1.10	0.82
A2418	38.28388	-121.69275	Cache Slough Complex	Shag Slough	Oct-2022	1.78	19.95	167.82	8.11	9.51	104.53	1.80	1.75	22.01	4.47	22.97	20.02	156.3	0.08	1.88	1.62	2.54	1.13	7.15	26.16	23.17	35.37	15.66	3.24	1.98	10.72	13.82	1.18	2.03
A970	38.04687	-122.10820	Suisun Bay	Suisun Bay	Oct-2022	17.74	18.46	27172.72	7.69	9.01	106.19	8.74	1.58	25.84	4.03	28.94	18.52	24548.6	17.29	3.61	2.42	2.99	0.17	9.17	39.33	26.38	32.66	1.82	20.84	2.22	12.26	33.09	2.92	1.36
A538	38.23936	-121.52270	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.57	19.94	135.87	7.49	8.66	95.08	1.32	0.56	12.47	1.60	13.04	19.93	127.0	0.07	0.28	1.43	0.69	0.29	2.71	9.82	52.96	25.46	10.68	13.16	1.40	6.91	20.07	1.45	0.89
A581	38.20634	-121.55768	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.02	19.71	133.70	7.49	8.64	94.55	1.16	0.45	12.42	1.30	13.09	19.71	124.3	0.07	0.39	1.88	0.66	0.15	3.08	12.75	61.13	21.53	4.85	12.45	1.40	6.89	19.35	1.42	0.89
A3161	38.20034	-121.52334	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.03	20.44	135.17	7.75	9.22	102.31	1.34	1.12	12.18	3.29	12.58	20.46	127.4	0.07	2.44	0.85	1.14	1.30	5.72	42.58	13.01	19.83	22.80	11.08	1.38	6.79	17.88	0.94	0.86
A5876	37.84583	-121.55940	South Delta Tidal Transition Zone	West Canal	Oct-2022	5.75	21.26	525.13	7.38	7.47	84.37	2.35	2.06	38.71	5.04	40.41	21.34	503.7	0.26	4.63	4.24	2.03	0.01	10.93	42.39	38.79	18.56	0.08	7.06	3.00	17.41	24.51	1.45	1.46
A3483	38.09418	-121.67184	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.15	19.82	1198.67	7.82	8.87	97.51	7.08	2.66	20.66	6.52	22.69	19.84	1122.6	0.62	0.83	3.00	5.85	0.01	9.79	8.77	31.56	58.46	0.15	8.02	1.90	10.18	18.23	0.98	1.74
A4073	38.03741	-121.88175	Western Delta Tidal Transition Zone	New York Slough	Oct-2022	15.29	18.94	12002.24	7.78	8.78	98.44	8.07	2.87	24.91	6.33	27.61	18.94	11294.0	7.36	4.27	2.32	3.14	0.53	10.25	41.19	23.91	30.18	4.84	17.40	2.16	11.88	29.31	2.12	1.16
A4799	38.03979	-121.44372	Central Delta Tidal Transition Zone	Disappointment Slough	Oct-2022	4.93	20.62	355.15	7.34	7.69	85.75	1.89	1.91	43.34	4.75	46.43	20.61	336.2	0.18	2.18	2.15	1.74	0.69	6.81	32.27	31.77	25.30	10.17	6.37	3.28	19.26	25.70	1.15	1.97
A3258	38.19922	-121.47707	Mokelumne Tidal Transition Zone	South Mokelumne River	Oct-2022	5.95	19.99	115.99	7.53	9.04	99.45	1.90	1.75	14.84	4.37	15.32	20.00	108.9	0.06	3.38	1.64	2.53	0.73	8.27	40.91	19.91	30.58	8.81	6.59	1.55	7.85	14.48	0.69	0.72
A677	38.15644	-121.68509	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	8.40	19.82	202.36	7.65	9.09	99.70	3.08	0.82	16.63	2.39	18.16	19.76	172.7	0.08	0.64	2.38	1.47	0.07	4.58	13.95	52.14	31.93	1.57	11.86	1.65	8.57	20.43	3.44	1.62
A3122	38.22609	-121.50856	Mokelumne Tidal Transition Zone	Snodgrass Slough	Oct-2022	10.40	20.16	135.18	7.55	8.65	95.53	1.89	1.02	12.80	2.92	13.35	20.17	127.0	0.07	1.96	1.25	0.91	0.97	5.10	38.51	24.58	17.88	19.04	11.01	1.42	7.04	18.07	1.03	0.79
A3200	38.15221	-121.53605	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.86	20.47	137.83	7.62	8.91	98.95	1.47	1.62	13.63	4.01	14.10	20.48	130.1	0.07	2.91	0.74	1.21	1.37	6.24	46.64	11.83	19.37	22.02	11.78	1.47	7.37	19.17	0.94	0.85
A2364	38.24166	-121.67812	Cache Slough Complex	Prospect Slough	Oct-2022	6.73	19.92	151.93	7.79	9.12	100.19	2.43	0.63	16.92	1.98	17.67	19.93	141.9	0.08	0.60	1.39	0.85	0.65	3.51	17.21	39.73	24.35	18.40	7.85	1.67	8.69	16.55	1.20	1.26
A3461	38.08844	-121.63484	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	6.25	19.80	712.24	7.86	8.87	97.32	7.49	2.94	20.70	6.76	22.98	19.80	654.4	0.36	0.07	2.58	6.86	0.00	9.64	0.71	26.92	70.97	0.00	7.07	1.90	10.20	17.27	0.88	0.99
A407	38.37954	-121.52403	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.65	19.99	135.40	7.55	8.93	98.21	1.04	0.32	12.05	0.97	12.56	20.00	124.1	0.07	0.63	2.31	0.42	0.00	3.38	18.75	68.24	12.41	0.02	12.29	1.38	6.74	19.04	1.39	1.06
A1072	38.13116	-122.01776	Suisun Bay	Grizzly Bay	Oct-2022	16.77	18.98	16489.45	7.80	8.94	102.07	5.43	1.60	26.53	3.62	28.95	19.05	15015.9	9.99	3.94	2.76	2.02	0.01	8.77	44.90	31.56	22.97	0.15	18.15	2.26	12.53	30.67	1.35	0.85
A2537	38.21451	-121.66868	Western Delta Tidal Transition Zone	Cache Slough	Oct-2022	6.78	19.90	151.96	7.75	9.06	99.49	2.52	0.86	16.86	2.41	17.57	19.91	141.8	0.08	0.72	1.99	1.52	0.00	4.24	17.01	38.88	35.94	0.10	7.81	1.67	8.66	16.48	1.05	1.16
A2295	38.32177	-121.68711	Cache Slough Complex	Stairstep	Oct-2022	2.98	18.92	229.19	7.23	7.07	76.16	3.22	1.65	47.81	3.93	52.45	18.96	209.7	0.11	1.58	2.13	1.30	0.41	5.42	29.41	40.25	23.57	6.98	4.71	3.56	21.04	25.58	1.75	4.46
A368	38.42926	-121.53204	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.65	19.58	133.91	7.49	8.74	95.34	1.08	0.30	12.23	0.97	12.71	19.60	122.4	0.07	0.63	2.40	0.44	0.00	3.47	18.06	69.54	12.79	0.01	12.12	1.39	6.81	18.94	1.39	1.20
A4379	38.05045	-121.49785	Central Delta Tidal Transition Zone	Little Connection Slough	Oct-2022	2.08	20.70	386.35	7.78	9.08	101.36	2.42	3.36	32.28	7.55	34.40	20.70	358.7	0.19	1.64	2.24	8.06	0.14	11.85	14.20	19.16	67.00	1.44	3.46	2.61	14.83	18.45	0.90	1.15
A3642	38.07035	-121.55824	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	4.85	19.89	499.76	7.79	8.91	97.92	5.21	3.50	23.89	8.18	26.33	19.87	467.3	0.25	0.02	2.49	8.20	0.00	10.85	0.26	23.14	75.33	0.06	5.51	2.10	11.48	17.07	0.75	0.98
A5084	37.93598	-121.52870	South Delta Tidal Transition Zone	Middle River	Oct-2022	5.00	21.00	466.99	7.44	7.96	89.38	1.89	1.87	40.04	4.74	41.73	21.06	445.9	0.23	3.25	3.74	1.60	0.02	8.65	37.47	43.23	18.58	0.26	6.29	3.08	17.94	24.20	1.33	1.73
A2836	38.25579	-121.65216	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	10.82	20.11	138.95	7.49	8.67	95.56	1.47	0.47	13.04	1.46	13.56	20.11	130.5	0.07	0.89	1.09	0.36	0.68	3.00	29.63	36.36	12.08	22.64	11.88	1.44	7.14	19.07	1.21	0.94
A399	38.38803	-121.51450	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	6.94	19.94	128.70	7.61	9.01	98.98	0.97	0.27	11.47	0.89	11.95	19.98	119.4	0.07	0.58	2.36	0.35	0.00	3.31	17.68	65.65	10.51	0.01	8.57	1.34	6.51	15.09	1.47	0.99
A3484	38.09357	-121.67357	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.11	19.78	1175.43	7.80	8.81	96.86	6.76	2.35	20.78	5.86	22.87	19.80	1096.9	0.61	0.76	2.79	5.17	0.02	8.85	8.88	32.20	57.31	0.30	8.01	1.91	10.23	18.24	0.97	1.74
A3578	38.02430	-121.79158	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	11.49	19.37	6180.60	7.76	9.03	100.02	8.06	1.12	22.83	2.90	25.11	19.45	5709.2	3.50	3.14	3.45	1.74	0.00	8.31	37.80	41.58	20.89	0.00	12.96	2.03	11.05	24.02	1.46	0.45
A423	38.35827	-121.52598	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	14.35	19.95	139.14	7.53	8.90	97.81	1.09	0.35	12.39	1.02	13.01	19.98	129.7	0.07	0.63	2.29	0.46	0.01	3.42	18.53	66.84	13.31	0.29	16.11	1.40	6.88	22.98	1.61	1.23
A5841	37.88859	-121.49002	South Delta Tidal Transition Zone	Victoria Canal	Oct-2022	3.76	21.14	466.99	7.44	8.06	90.82	2.23	2.29	38.26	5.21	39.86	21.21	449.1	0.23	4.63	3.83	2.02	0.02	10.54	43.96	36.35	19.20	0.19	4.82	2.97	17.22	22.03	1.07	1.26
A4099	38.16713	-121.48799	Mokelumne Tidal Transition Zone	Hog Slough	Oct-2022	2.86	20.43	133.28	7.69	9.32	103.45	2.04	2.54	21.67	6.03	22.45	20.44	123.0	0.07	3.97	1.51	3.71	0.94	10.15	39.24	14.92	36.39	9.34	3.10	1.96	10.59	14.09	0.53	0.96
A2327	38.29303	-121.66714	Cache Slough Complex	Liberty Cut	Oct-2022	4.23	19.67	161.08	7.88	9.20	100.52	2.72	0.75	19.38	2.14	20.31	19.70	149.9	0.08	0.53	1.50	0.91	0.68	3.61	14.51	41.73	25.02	18.63	5.40	1.82	9.67	15.00	1.02	1.46
A289	38.49705	-121.55874	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.12	19.57	120.02	7.67	9.12	99.52	1.57	0.23	11.02	0.93	11.43	19.61	111.3	0.06	0.52	2.43	0.22	0.01	3.20	16.41	74.84	6.94	0.17	4.58	1.31	6.33	10.89	1.46	0.65
A2967	38.18456	-121.64986	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	8.93	19.91	153.26	7.64	8.83	96.99	2.67	0.65	15.27	1.83	16.19	19.92	142.4	0.08	0.35	1.52	0.96	0.37	3.21	10.79	47.26	29.94	11.36	10.35	1.57	8.03	18.26	1.28	1.15
A1069	38.12911	-122.02324	Suisun Bay	Grizzly Bay	Oct-2022	16.94	18.88	16808.82	7.80	8.87	101.14	5.38	1.49	26.88	3.44	29.32	18.95	15264.2	10.20	3.47	2.70	1.75	0.00	7.94	43.57	34.05	22.05	0.07	18.28	2.28	12.67	30.92	1.38	0.89
A4658	37.82649	-121.55159	South Delta Tidal Transition Zone	Old River	Oct-2022	6.70	21.28	531.32	7.39	7.62	86.08	2.53	2.14	38.73	5.06	40.53	21.36	510.8	0.27	4.45	4.07	1.80	0.01	10.37	42.94	39.33	17.36	0.13	8.35	3.00	17.41	25.78	1.42	1.51
A3800	37.98250	-121.38760	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	56.82	22.18	779.76	7.41	6.64	76.32	2.52	1.61	49.42	4.25	53.47	22.17	760.7	0.39	2.63	2.21	0.98	1.01	6.85	38.42	32.27	14.34	14.75	59.87	3.65	21.69	81.47	2.98	8.52
A2347	38.26475	-121.66977	Cache Slough Complex	Prospect Slough	Oct-2022	6.00	19.89	153.50	7.87	9.30	102.05	2.21	0.67	17.54	1.93	18.28	19.92	143.2	0.08	0.58	1.36	0.80	0.67	3.40	17.13	40.04	23.60	19.51	7.26	1.71	8.94	16.18	1.21	1.47
A3197	38.15638	-121.53522	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.74	20.44	137.89	7.61	8.92	99.05	1.51	1.58	14.02	4.00	14.51	20.47	130.2	0.07	3.13	0.73	1.31	1.50	6.62	47.23	11.09	19.76	22.56	11.68	1.50	7.53	19.17	0.93	0.84
A330	38.46647	-121.50446	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.17	19.84	121.98	7.66	9.11	99.89	1.19	0.33	10.66	0.92	11.03	19.89	113.5	0.06	0.63	2.32	0.30	0.00	3.27	19.24	70.96	9.08	0.08	4.67	1.29	6.18	10.86	1.49	0.69
A4479	38.00872	-121.57949	Central Delta Tidal Transition Zone	Old River	Oct-2022	3.12	20.32	666.20	7.78	8.80	97.62	3.45	1.66	25.70	4.26	26.95	20.39	637.1	0.34	1.89	3.65	3.06	0.00	8.61	22.05	42.46	35.37	0.00	4.29	2.21	12.20	16.51	1.21	1.30
A5247	38.02847	-121.40341	Central Delta Tidal Transition Zone	Fourteenmile Slough	Oct-2022	7.71	20.39	426.33	7.64	8.28	91.92	1.70	2.57	52.22	6.15	56.11	20.39	393.9	0.21	4.01	2.24	1.19	0.88	8.34	48.14	26.83	14.26	10.60	8.80	3.83	22.81	31.75	0.66	1.80
A2950	38.19353	-121.62269	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	8.72	19.90	145.55	7.62	8.88	97.48	2.15	0.68	15.25	1.62	16.03	19.90	135.8	0.07	0.26	1.39	0.63	0.43	2.70	9.65	51.39	23.45	15.99	9.90	1.57	8.02	17.89	1.11	1.16
A530	38.24508	-121.51228	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	16.81	19.90	144.01	7.56	9.01	98.92	1.22	0.49	12.67	1.52	13.37	19.91	134.8	0.07	0.74	2.40	0.77	0.09	4.00	17.81	61.30	19.26	1.36	17.29	1.41	6.99	24.34	1.47	0.99
A4140	38.14325	-121.49121	Mokelumne Tidal Transition Zone	Sycamore Slough	Oct-2022	1.01	20.86	146.81	7.58	8.87	99.29	2.31	3.21	27.91	7.52	29.65	20.87	139.5	0.07	2.74	1.91	5.41	0.40	10.48	27.27	18.90	49.59	4.11	1.42	2.34	13.08	14.61	0.29	1.16
A768	38.06205	-121.79060	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.73	19.34	2769.07	7.64	9.05	99.06	7.60	1.35	19.67	3.46	21.71	19.35	2855.1	1.68	2.11	2.46	2.89	0.00	7.45	28.00	33.33	38.88	0.00	12.31	1.84	9.79	22.11	1.59	1.04
A3789	37.99072	-121.40442	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	52.53	21.92	746.75	7.36	6.61	75.67	2.52	1.82	55.99	4.69	61.29	21.90	723.3	0.38	2.64	2.09	1.17	0.93	6.83	38.67	30.55	17.07	13.56	55.33	4.06	24.32	79.37	2.32	8.81
A1173	38.07139	-121.98220	Suisun Bay	Suisun Bay	Oct-2022	16.86	18.48	16162.46	7.75	8.97	101.27	10.29	3.08	26.56	6.40	29.91	18.52	14723.4	9.91	5.14	2.68	4.06	0.50	12.43	39.29	27.98	30.08	2.20	18.41	2.26	12.54	30.92	1.70	0.85
A5652	37.97158	-121.50941	South Delta Tidal Transition Zone	Empire Cut	Oct-2022	14.37	21.32	507.40	7.46	7.99	90.27	2.05	3.22	51.64	7.17	54.02	21.33	483.9	0.25	4.73	4.00	2.97	0.15	11.86	39.65	33.85	25.14	1.30	15.84	3.79	22.58	38.27	1.44	2.02
A3196	38.15781	-121.53571	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.65	20.43	137.88	7.62	8.96	99.36	1.55	1.53	14.22	3.95	14.73	20.46	130.2	0.07	3.13	0.75	1.33	1.50	6.65	46.96	11.36	19.91	22.53	11.60	1.51	7.61	19.16	0.93	0.84
A3654	38.05950	-121.54801	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	3.08	19.93	519.15	7.78	8.74	96.13	4.90	7.84	26.12	17.08	28.67	19.91	481.5	0.26	0.12	2.54	14.55	0.07	17.47	0.91	16.04	81.47	0.47	4.05	2.23	12.37	16.39	1.02	1.18
A317	38.47429	-121.52277	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	3.09	19.83	120.21	7.65	9.05	99.16	1.04	0.23	10.71	0.87	11.08	19.86	111.8	0.06	0.61	2.38	0.26	0.00	3.29	18.64	72.06	8.05	0.01	4.72	1.29	6.20	10.93	1.59	0.67
A1201	38.07474	-121.93149	Suisun Bay	Honker Bay	Oct-2022	17.21	18.71	16841.28	7.73	8.86	100.76	15.05	1.74	25.85	3.86	29.69	18.78	15207.6	10.20	3.48	3.53	2.36	0.01	9.42	36.70	38.35	24.56	0.09	18.77	2.22	12.26	31.01	1.56	0.90
A521	38.25672	-121.51612	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	16.35	19.94	143.20	7.56	9.00	98.85	1.17	0.44	12.34	1.34	13.00	19.96	133.2	0.07	0.63	2.44	0.78	0.06	3.95	15.94	61.82	19.79	1.62	18.05	1.39	6.86	24.93	1.46	1.05
A2994	38.22316	-121.54253	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	10.79	19.78	134.44	7.47	8.59	94.06	1.58	0.59	12.54	1.59	13.15	19.78	125.4	0.07	0.09	1.31	0.66	0.32	2.42	3.79	54.28	27.36	13.29	12.21	1.41	6.94	19.15	1.44	0.84
A874	38.05652	-121.96012	Suisun Bay	Honker Bay	Oct-2022	14.48	18.67	11281.24	7.71	9.34	103.88	5.26	5.06	25.09	10.76	27.54	18.69	10819.9	7.07	8.63	0.92	7.76	0.97	18.29	46.13	7.25	41.01	5.79	15.56	2.17	11.96	27.47	1.24	0.70
A623	38.16388	-121.60651	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.54	19.80	135.09	7.49	8.65	94.84	1.66	0.47	12.09	1.34	12.86	19.79	126.0	0.07	0.27	1.80	0.67	0.18	2.92	9.24	61.87	23.04	6.28	13.07	1.38	6.76	19.83	1.50	0.85
A468	38.31410	-121.57787	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	10.54	19.79	132.13	7.50	8.73	95.62	1.09	0.48	12.17	1.25	12.65	19.81	122.8	0.07	0.78	1.69	0.47	0.37	3.28	23.71	51.88	14.19	11.11	12.19	1.38	6.79	18.99	1.43	1.14
A4059	38.03074	-121.85802	Western Delta Tidal Transition Zone	New York Slough	Oct-2022	15.35	18.89	12053.43	7.76	8.95	100.27	8.08	2.97	24.96	6.68	27.55	18.99	10725.8	6.96	4.98	2.21	3.73	0.71	11.57	42.69	16.87	31.97	5.84	17.12	2.16	11.90	29.00	1.85	1.98
A4152	38.14340	-121.47439	Mokelumne Tidal Transition Zone	Sycamore Slough	Oct-2022	0.75	21.19	150.34	7.53	8.47	95.35	1.74	1.96	27.56	4.94	29.22	21.18	144.0	0.08	2.62	1.91	2.90	0.49	7.97	33.02	24.41	35.77	6.30	1.46	2.32	12.94	14.34	0.55	0.97
A3508	38.06174	-121.68068	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.61	19.96	1735.14	7.90	8.99	99.26	6.55	1.14	20.35	3.00	21.92	20.03	1604.7	0.90	1.89	3.53	1.92	0.00	7.43	25.32	47.59	25.83	0.01	8.57	1.88	10.06	18.64	1.07	1.69
A2428	38.26972	-121.69424	Cache Slough Complex	Shag Slough	Oct-2022	4.00	19.88	161.38	8.08	9.62	105.54	2.02	1.09	19.43	3.00	20.38	19.91	150.4	0.08	1.16	1.84	1.84	0.36	5.22	22.00	35.62	35.25	6.64	5.24	1.83	9.69	14.94	1.21	1.52
A5259	38.01794	-121.38726	San Joaquin Tidal Transition Zone	Fourteenmile Slough	Oct-2022	24.92	20.81	624.68	7.39	7.12	79.65	2.25	3.45	62.60	7.75	68.17	20.77	577.0	0.31	6.71	2.16	1.58	1.29	11.82	56.70	18.60	13.24	10.83	31.33	4.46	26.96	57.97	1.89	6.39
A4386	38.07122	-121.57657	Central Delta Tidal Transition Zone	Old River	Oct-2022	4.49	20.30	579.68	7.95	9.13	101.18	6.33	2.73	22.36	6.28	23.94	20.37	549.7	0.29	1.54	3.83	5.51	0.00	10.86	14.14	35.23	50.80	0.00	5.31	2.00	10.86	16.20	0.83	0.81
A2987	38.22736	-121.53159	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	11.42	19.91	135.56	7.48	8.67	95.17	1.49	0.62	12.60	1.53	13.20	19.90	126.5	0.07	0.19	1.28	0.60	0.40	2.44	7.58	52.19	24.59	16.22	12.81	1.41	6.96	19.77	1.48	0.82
A3059	38.15647	-121.59191	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	11.89	19.80	137.25	7.49	8.58	94.01	1.21	0.54	12.57	1.41	13.17	19.78	127.8	0.07	0.00	1.39	0.34	0.38	2.12	0.00	65.43	16.07	17.89	13.26	1.41	6.95	20.21	1.22	0.87
