CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A5006	38.00549	-121.51480	Central Delta Tidal Transition Zone	Middle River	May-2022	16.14	0.44	20.12	295.79	8.04	8.92	98.42	3.38	2.85	37.43	3.93	20.22	273.9	0.15	1.05	1.56	1.27	0.00	3.91	26.92	39.99	32.49	0.00	16.12	3.41	18.57	33.93	1.83
A3757	38.00642	-121.45357	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	68.01	0.45	20.06	420.54	8.00	8.83	97.42	3.44	3.22	42.48	3.85	20.05	390.1	0.21	0.25	1.72	1.27	0.11	3.34	7.44	51.76	37.99	3.21	68.45	3.78	20.59	89.05	3.48
A5004	38.00791	-121.51269	Central Delta Tidal Transition Zone	Middle River	May-2022	16.38	0.51	20.13	295.80	8.03	8.93	98.53	3.54	2.86	37.29	3.92	20.22	273.3	0.15	1.00	1.54	1.23	0.00	3.77	26.66	40.90	32.54	0.00	16.08	3.40	18.52	33.84	1.84
A3755	38.00896	-121.45539	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	63.45	0.41	20.04	410.45	8.00	8.85	97.56	3.48	3.21	41.87	3.83	20.03	383.7	0.21	0.27	1.71	1.26	0.11	3.36	8.10	50.58	37.58	3.22	63.84	3.74	20.35	84.19	3.33
A5002	38.01070	-121.51660	Central Delta Tidal Transition Zone	Middle River	May-2022	16.28	0.63	20.11	295.54	8.03	8.92	98.36	3.84	2.78	37.14	3.79	20.20	273.2	0.15	1.00	1.55	1.19	0.00	3.74	26.61	41.52	31.90	0.00	15.94	3.39	18.46	33.79	1.87
A5586	38.01114	-121.58055	Central Delta Tidal Transition Zone	Holland Cut	May-2022	6.96	0.25	21.03	299.68	7.82	8.26	92.83	4.49	2.84	38.43	3.42	21.14	282.1	0.15	1.02	1.17	0.93	0.00	3.13	31.84	37.41	29.64	0.00	7.22	3.48	18.97	26.19	1.41
A5000	38.01265	-121.51940	Central Delta Tidal Transition Zone	Middle River	May-2022	16.16	0.69	20.10	295.30	8.02	8.92	98.32	4.00	2.74	37.01	3.75	20.19	273.1	0.15	0.98	1.55	1.19	0.00	3.72	26.32	41.55	31.98	0.00	15.98	3.38	18.40	33.89	1.88
A3733	38.01088	-121.45824	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	54.33	0.61	19.95	388.47	8.01	8.86	97.46	3.53	3.14	40.57	3.74	19.95	362.1	0.19	0.26	1.70	1.18	0.05	3.21	8.04	51.83	36.83	1.49	54.92	3.64	19.83	74.74	3.10
A5584	38.01394	-121.58093	Central Delta Tidal Transition Zone	Holland Cut	May-2022	7.04	0.25	21.01	299.16	7.81	8.24	92.51	4.57	2.81	38.11	3.40	21.12	281.5	0.15	0.99	1.18	0.91	0.00	3.09	27.83	36.86	29.78	0.00	7.30	3.46	18.84	26.15	1.45
A4998	38.01513	-121.51764	Central Delta Tidal Transition Zone	Middle River	May-2022	16.23	0.71	20.12	295.05	8.03	8.94	98.63	3.91	2.76	36.83	3.74	20.21	272.8	0.15	0.99	1.51	1.21	0.00	3.69	26.73	40.98	32.86	0.00	16.21	3.37	18.33	34.10	1.88
A3731	38.01438	-121.45810	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	50.31	0.77	19.94	380.86	8.01	8.86	97.46	3.62	3.11	40.15	3.70	19.93	355.3	0.19	0.33	1.68	1.11	0.04	3.17	10.56	54.19	34.93	1.12	51.09	3.61	19.66	70.75	3.18
A3729	38.01667	-121.46024	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	43.69	0.80	19.88	364.06	8.02	8.90	97.72	3.71	3.05	38.83	3.65	19.87	338.8	0.18	0.33	1.69	1.07	0.01	3.11	10.43	52.88	34.42	0.38	44.49	3.51	19.13	63.62	2.99
A3727	38.01839	-121.46352	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	39.13	0.64	19.87	352.96	8.03	8.92	97.97	3.60	3.04	37.91	3.63	19.85	330.0	0.18	0.33	1.68	1.10	0.01	3.14	10.62	47.03	35.02	0.46	39.77	3.45	18.77	58.53	2.91
A5580	38.01964	-121.58231	Central Delta Tidal Transition Zone	Holland Cut	May-2022	6.98	0.25	20.99	298.47	7.81	8.21	92.20	4.72	2.83	37.73	3.39	21.10	280.7	0.15	0.98	1.20	0.93	0.00	3.12	28.54	33.24	29.80	0.01	7.24	3.43	18.69	25.93	1.48
A3725	38.02112	-121.46494	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	34.76	0.45	19.84	341.02	8.04	8.94	98.13	3.44	3.04	36.88	3.61	19.83	318.4	0.17	0.34	1.65	1.14	0.01	3.15	10.74	41.73	36.00	0.40	35.21	3.37	18.35	53.55	2.85
A5255	38.02254	-121.38986	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	104.52	2.74	21.53	543.41	7.87	7.63	86.63	2.79	3.12	55.31	3.78	21.52	507.3	0.26	0.11	1.32	1.06	0.12	2.61	3.86	50.92	40.36	4.84	107.34	4.73	25.72	133.05	7.00
A5578	38.02263	-121.58205	Central Delta Tidal Transition Zone	Holland Cut	May-2022	7.06	0.25	20.98	298.19	7.80	8.20	92.04	4.75	2.81	37.50	3.37	21.09	280.4	0.15	1.00	1.21	0.92	0.00	3.11	30.30	26.05	30.23	0.00	7.31	3.41	18.60	25.93	1.50
A4993	38.02215	-121.51715	Central Delta Tidal Transition Zone	Middle River	May-2022	16.52	0.48	20.31	295.18	8.05	9.07	100.48	3.27	2.82	36.68	3.81	20.33	272.2	0.14	1.14	1.49	1.32	0.00	3.97	28.51	38.16	33.34	0.08	17.01	3.35	18.27	35.29	1.85
A4850	38.02297	-121.51312	Central Delta Tidal Transition Zone	Columbia Cut	May-2022	17.41	0.43	20.47	298.39	8.05	9.22	102.39	3.22	2.82	36.57	3.79	20.51	276.5	0.15	1.23	1.48	1.33	0.00	4.05	30.37	36.37	32.97	0.01	17.80	3.35	18.23	36.03	1.85
A5253	38.02397	-121.39305	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	71.36	2.65	21.55	506.19	8.02	7.55	85.73	2.17	3.28	57.48	3.97	21.55	473.4	0.25	0.01	1.30	1.04	0.22	2.59	0.37	50.23	40.21	8.34	74.27	4.89	26.59	100.84	6.74
A4852	38.02427	-121.50987	Central Delta Tidal Transition Zone	Columbia Cut	May-2022	18.42	0.42	20.56	300.10	8.07	9.30	103.53	3.35	2.82	36.81	3.80	20.63	279.4	0.15	1.27	1.47	1.39	0.00	4.15	30.62	30.32	33.50	0.11	18.84	3.36	18.32	37.22	1.85
A3723	38.02400	-121.46564	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	31.65	0.32	19.82	334.10	8.05	8.94	98.11	3.36	3.03	36.30	3.61	19.82	309.5	0.17	0.34	1.62	1.14	0.01	3.13	10.84	56.06	36.47	0.29	31.99	3.33	18.12	50.10	2.90
A5576	38.02540	-121.58336	Central Delta Tidal Transition Zone	Holland Cut	May-2022	7.21	0.25	20.97	297.84	7.81	8.19	91.97	4.81	2.85	37.29	3.39	21.07	280.0	0.15	1.01	1.22	0.95	0.00	3.17	30.65	32.26	30.13	0.00	7.46	3.40	18.52	25.98	1.51
A5251	38.02540	-121.39623	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	45.82	2.65	21.57	483.85	8.09	7.44	84.45	1.93	3.45	59.26	4.14	21.56	454.6	0.24	0.01	1.30	1.08	0.25	2.65	0.33	49.06	40.55	9.37	48.32	5.03	27.30	75.60	6.61
A3721	38.02566	-121.46867	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	29.51	0.24	19.77	324.89	8.05	8.98	98.32	3.39	3.04	35.05	3.63	19.76	299.6	0.16	0.31	1.65	1.20	0.00	3.18	9.79	42.68	37.81	0.07	29.75	3.23	17.62	47.37	2.81
A4854	38.02597	-121.50681	Central Delta Tidal Transition Zone	Columbia Cut	May-2022	18.87	0.47	20.55	299.74	8.07	9.22	102.57	3.26	2.83	37.37	3.79	20.62	278.9	0.15	1.25	1.44	1.46	0.01	4.16	29.86	27.55	35.13	0.30	19.35	3.41	18.55	37.95	1.85
A4856	38.02671	-121.50317	Central Delta Tidal Transition Zone	Columbia Cut	May-2022	20.30	0.44	20.50	302.21	8.05	9.06	100.63	3.07	2.83	38.05	3.79	20.56	279.8	0.15	1.17	1.39	1.46	0.02	4.04	29.04	27.64	36.17	0.61	20.74	3.46	18.82	39.55	1.88
A5249	38.02686	-121.39941	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	33.24	2.58	21.56	472.20	8.13	7.40	84.07	1.82	3.45	59.68	4.15	21.55	445.4	0.23	0.00	1.32	1.02	0.26	2.60	0.00	50.46	39.12	10.12	36.48	5.06	27.47	63.89	6.42
A5574	38.02828	-121.58378	Central Delta Tidal Transition Zone	Holland Cut	May-2022	7.37	0.25	20.95	297.45	7.81	8.19	91.91	5.00	2.85	36.97	3.40	21.05	279.4	0.15	0.99	1.24	0.98	0.00	3.21	25.36	35.86	30.59	0.00	7.62	3.38	18.39	26.01	1.52
A4858	38.02826	-121.49999	Central Delta Tidal Transition Zone	Columbia Cut	May-2022	21.31	0.28	20.48	305.45	8.03	8.97	99.58	3.21	2.85	38.12	3.79	20.56	283.3	0.15	1.11	1.38	1.46	0.02	3.97	27.90	34.70	36.93	0.60	21.58	3.46	18.85	40.41	1.95
A5246	38.02988	-121.40319	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	20.96	2.62	21.56	459.03	8.16	7.35	83.48	1.79	3.31	58.86	4.08	21.56	433.9	0.23	0.00	1.34	0.89	0.27	2.47	0.00	52.39	37.41	10.55	23.62	5.00	27.14	50.71	6.08
A5244	38.03244	-121.40483	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	17.41	2.54	21.57	451.90	8.18	7.43	84.36	1.86	3.33	57.86	4.15	21.57	426.6	0.22	0.00	1.36	0.97	0.28	2.61	0.02	52.33	37.12	10.75	19.83	4.92	26.74	46.54	5.83
A4861	38.03079	-121.49530	Central Delta Tidal Transition Zone	Columbia Cut	May-2022	21.39	0.31	20.32	306.00	8.02	8.93	98.93	3.91	2.95	37.35	3.87	20.41	283.9	0.15	0.92	1.44	1.53	0.01	3.90	23.45	36.91	39.13	0.37	21.69	3.40	18.54	40.23	2.06
A4417	38.03322	-121.57799	Central Delta Tidal Transition Zone	Old River	May-2022	7.84	0.33	20.88	295.28	7.83	8.24	92.26	4.82	2.83	36.33	3.25	20.98	276.8	0.14	1.11	1.29	0.84	0.00	3.24	31.24	37.55	30.65	0.06	8.12	3.33	18.13	26.37	1.53
A5242	38.03542	-121.40476	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	15.10	2.46	21.58	446.34	8.19	7.52	85.39	1.93	3.28	57.10	4.12	21.58	421.1	0.22	0.00	1.37	0.95	0.29	2.60	0.04	53.03	35.86	11.30	17.36	4.87	26.44	43.77	5.55
A4419	38.03596	-121.57848	Central Delta Tidal Transition Zone	Old River	May-2022	8.04	0.45	20.82	293.26	7.86	8.34	93.28	4.94	3.20	35.69	3.58	20.92	274.5	0.14	1.24	1.34	1.37	0.00	3.97	32.79	35.33	32.34	0.10	8.55	3.28	17.87	26.52	1.54
A5240	38.03829	-121.40472	Central Delta Tidal Transition Zone	Fourteenmile Slough	May-2022	10.39	2.13	21.59	433.88	8.21	7.80	88.66	2.60	3.37	55.17	4.22	21.59	410.8	0.21	0.06	1.43	1.19	0.25	2.93	0.46	52.98	36.69	9.93	12.46	4.72	25.67	38.13	4.79
A4421	38.03845	-121.58037	Central Delta Tidal Transition Zone	Old River	May-2022	7.98	0.54	20.79	292.52	7.88	8.40	93.96	5.13	3.44	35.44	3.87	20.89	273.6	0.14	1.29	1.37	1.81	0.00	4.49	31.99	34.16	33.93	0.09	8.76	3.26	17.77	26.51	1.55
A3701	38.03833	-121.48326	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	28.44	0.94	20.09	342.44	7.96	8.66	95.49	2.82	3.04	40.70	3.67	20.10	315.6	0.17	0.44	1.38	1.27	0.00	3.08	14.85	44.70	40.47	0.00	29.58	3.65	19.88	49.61	2.90
A4799	38.03979	-121.44372	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	15.27	0.26	21.07	392.02	8.03	8.32	93.47	2.08	3.07	50.30	3.93	21.08	368.3	0.19	0.35	1.42	1.41	0.01	3.20	10.67	44.46	44.20	0.17	15.43	4.36	23.72	39.19	3.55
A3697	38.03930	-121.48998	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	28.54	1.20	20.05	331.90	8.01	9.01	99.22	4.50	3.12	38.10	3.83	20.06	306.2	0.16	0.67	1.49	1.37	0.01	3.55	19.15	42.30	37.99	0.31	30.22	3.46	18.84	50.23	2.62
A4764	38.03979	-121.48026	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	29.40	1.04	20.23	355.35	7.93	8.51	94.08	2.57	2.96	44.62	3.58	20.24	328.5	0.17	0.42	1.29	1.13	0.00	2.84	14.97	45.57	39.63	0.00	30.35	3.94	21.45	51.76	2.95
A4796	38.04061	-121.44723	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	17.47	0.27	20.96	386.80	8.03	8.53	95.63	2.22	3.15	49.44	3.95	20.97	362.6	0.19	0.49	1.41	1.35	0.02	3.28	14.70	43.33	41.21	0.70	17.63	4.30	23.38	41.13	3.47
A4807	38.04101	-121.43571	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	11.51	0.29	21.27	400.43	8.06	8.20	92.69	1.83	3.14	51.06	4.03	21.28	377.7	0.20	0.15	1.42	1.45	0.12	3.17	4.72	44.69	46.07	3.71	11.80	4.42	24.02	35.83	3.77
A4828	38.04134	-121.41096	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	6.33	0.66	21.61	417.02	8.19	8.50	96.66	4.38	5.58	52.10	7.26	21.60	397.3	0.21	1.04	1.72	4.50	0.08	7.35	8.09	34.63	54.32	2.98	7.06	4.50	24.44	31.49	4.17
A4423	38.04132	-121.58001	Central Delta Tidal Transition Zone	Old River	May-2022	8.41	0.67	20.74	290.10	7.94	8.54	95.41	5.04	3.87	34.79	4.25	20.84	271.4	0.14	1.45	1.44	2.53	0.01	5.46	31.40	31.34	36.86	0.19	9.17	3.21	17.52	26.85	1.55
A4826	38.04185	-121.41450	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	5.71	0.26	21.56	411.28	8.15	8.46	96.08	3.07	3.88	51.55	5.56	21.56	390.9	0.20	0.31	1.55	2.53	0.05	4.47	3.10	42.07	52.82	1.90	5.98	4.45	24.22	30.20	3.83
A4817	38.04188	-121.42315	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	7.55	0.29	21.40	407.70	8.12	8.43	95.35	1.94	3.08	50.36	3.96	21.41	385.9	0.20	0.03	1.45	1.36	0.05	2.95	1.61	47.79	46.80	1.77	7.85	4.37	23.74	31.59	3.81
A4830	38.04182	-121.40738	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	6.36	0.93	21.62	416.21	8.21	8.64	98.26	4.58	4.65	51.69	5.67	21.61	396.4	0.21	0.54	1.67	3.06	0.10	5.39	4.21	43.14	48.41	3.77	7.10	4.46	24.28	31.46	3.95
A4824	38.04239	-121.41764	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	6.40	0.29	21.51	410.82	8.14	8.43	95.59	2.30	3.31	51.39	4.45	21.51	389.8	0.20	0.02	1.47	1.56	0.06	3.11	0.47	47.81	49.49	2.11	6.71	4.44	24.16	30.86	3.82
A4832	38.04273	-121.40484	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	7.37	1.34	21.59	420.23	8.21	8.42	95.67	4.15	3.60	52.33	4.61	21.59	399.2	0.21	0.05	1.59	1.70	0.14	3.50	0.87	49.10	44.26	5.23	8.46	4.51	24.53	33.11	4.04
A3693	38.04024	-121.49529	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	23.95	0.84	19.85	309.63	8.03	9.21	101.07	6.40	3.11	36.01	3.84	19.86	284.9	0.15	0.57	1.57	1.43	0.00	3.58	15.54	44.88	39.33	0.08	24.50	3.30	18.01	42.64	2.08
A4766	38.04260	-121.47838	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	29.38	1.07	20.30	362.23	7.92	8.43	93.31	2.48	2.94	46.74	3.57	20.32	335.9	0.18	0.38	1.24	1.08	0.00	2.71	14.27	46.30	39.82	0.00	30.44	4.10	22.29	52.75	2.98
A4430	38.04288	-121.57386	Central Delta Tidal Transition Zone	Old River	May-2022	9.06	0.75	20.70	287.71	7.97	8.45	94.28	3.96	3.28	33.92	4.11	20.81	269.1	0.14	1.49	1.42	1.51	0.01	4.53	32.07	30.91	35.07	0.26	9.47	3.15	17.17	27.22	1.55
A4815	38.04189	-121.42686	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	8.24	0.27	21.38	405.14	8.10	8.28	93.61	1.84	3.14	50.65	4.03	21.40	383.4	0.20	0.11	1.44	1.47	0.07	3.13	3.75	45.68	46.90	2.14	8.52	4.39	23.86	32.38	3.79
A4821	38.04379	-121.42016	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	6.19	0.18	21.47	406.75	8.13	8.56	96.99	2.33	3.18	50.51	4.16	21.48	385.8	0.20	0.04	1.47	1.54	0.05	3.14	0.49	48.48	48.12	1.58	6.39	4.38	23.80	30.19	3.60
A4428	38.04419	-121.57704	Central Delta Tidal Transition Zone	Old River	May-2022	9.09	0.84	20.65	286.51	7.98	8.65	96.44	4.22	3.43	33.95	4.32	20.75	267.8	0.14	1.54	1.45	1.79	0.01	4.86	32.38	30.44	35.51	0.28	9.75	3.15	17.18	27.38	1.55
A4794	38.04395	-121.44748	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	18.09	0.30	20.94	384.75	8.04	8.88	99.30	2.37	3.11	48.08	3.95	20.96	361.3	0.19	0.58	1.41	1.33	0.02	3.33	17.13	42.52	39.99	0.60	16.65	4.20	22.83	40.32	3.34
A3688	38.04241	-121.50366	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	20.78	0.50	20.05	301.29	8.04	9.04	99.41	4.20	3.03	36.46	4.05	20.09	277.8	0.15	0.82	1.52	1.61	0.01	3.96	20.48	38.37	40.76	0.26	21.29	3.34	18.18	39.47	1.85
A4768	38.04492	-121.47561	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	28.36	0.99	20.32	364.82	7.93	8.40	93.06	2.35	2.93	47.23	3.60	20.34	338.5	0.18	0.36	1.23	1.09	0.00	2.66	13.41	46.62	40.89	0.00	29.36	4.14	22.49	51.86	3.02
A3686	38.04662	-121.50400	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	20.74	0.62	19.95	298.10	8.07	9.08	99.76	4.33	3.31	36.25	4.40	19.98	274.6	0.15	0.71	1.56	1.95	0.01	4.24	16.67	39.20	43.75	0.21	21.36	3.32	18.10	39.46	1.88
A4771	38.04690	-121.47119	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	27.10	0.95	20.39	367.80	7.93	8.40	93.13	2.16	2.96	47.68	3.61	20.40	341.7	0.18	0.37	1.21	1.08	0.00	2.64	13.91	46.23	41.19	0.06	28.06	4.17	22.67	50.74	3.03
A4792	38.04650	-121.44960	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	19.80	0.37	20.87	381.73	8.03	8.98	100.45	2.33	3.10	47.33	3.92	20.88	358.3	0.19	0.55	1.39	1.29	0.02	3.25	16.66	42.88	39.84	0.67	17.70	4.14	22.53	41.26	3.25
A4381	38.04803	-121.49893	Central Delta Tidal Transition Zone	Little Connection Slough	May-2022	17.66	0.36	20.10	288.14	8.11	9.21	101.63	4.60	4.38	35.25	6.36	20.16	268.2	0.14	0.91	1.51	3.98	0.00	6.43	15.28	26.91	57.50	0.02	17.97	3.25	17.70	35.68	1.98
A4403	38.04828	-121.58200	Central Delta Tidal Transition Zone	Old River	May-2022	8.78	0.88	20.56	286.24	7.99	8.81	98.09	4.29	3.27	34.43	4.12	20.65	266.9	0.14	1.45	1.43	1.55	0.01	4.47	33.10	32.77	33.27	0.11	9.68	3.19	17.37	27.13	1.53
A4783	38.04963	-121.45587	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	22.53	0.60	20.74	377.02	8.01	8.65	96.63	2.05	3.12	48.14	3.81	20.76	352.3	0.19	0.40	1.32	1.24	0.01	2.98	13.27	44.46	41.88	0.18	21.05	4.20	22.86	44.24	3.13
A4773	38.04882	-121.46855	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	26.56	0.94	20.43	369.92	7.94	8.40	93.24	2.12	2.96	48.16	3.61	20.45	343.9	0.18	0.35	1.20	1.08	0.00	2.62	13.33	46.28	41.33	0.13	27.51	4.20	22.87	50.38	3.02
A3684	38.04940	-121.50516	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	21.31	0.76	19.83	298.20	8.07	9.02	98.92	4.06	3.26	36.43	4.24	19.84	273.7	0.15	0.59	1.59	1.95	0.00	4.13	14.52	43.22	42.21	0.07	22.07	3.34	18.17	40.24	1.85
A4379	38.05045	-121.49785	Central Delta Tidal Transition Zone	Little Connection Slough	May-2022	15.67	0.32	20.16	281.65	8.14	9.22	101.82	4.26	5.39	34.98	8.42	20.23	265.4	0.14	1.00	1.48	5.93	0.00	8.45	13.09	19.97	66.48	0.00	15.84	3.23	17.59	33.46	2.02
A4922	38.04962	-121.63056	Central Delta Tidal Transition Zone	False River	May-2022	10.08	0.25	19.70	290.76	8.03	8.89	97.29	5.66	3.64	31.25	4.44	19.73	267.0	0.14	2.45	1.56	1.63	0.09	5.85	39.01	27.48	29.59	1.71	10.36	2.95	16.10	26.46	1.62
A4401	38.05113	-121.58135	Central Delta Tidal Transition Zone	Old River	May-2022	8.77	0.85	20.52	285.97	7.98	8.78	97.68	3.95	2.87	34.51	3.83	20.60	266.5	0.14	1.40	1.39	0.83	0.00	3.67	34.24	34.11	30.56	0.07	9.58	3.19	17.40	27.06	1.53
A5293	38.05164	-121.65798	Central Delta Tidal Transition Zone	Piper Slough	May-2022	10.09	0.24	19.33	386.52	8.13	9.13	99.14	4.99	3.03	31.41	3.77	19.34	353.6	0.19	1.78	1.33	1.34	0.19	4.68	29.35	31.02	33.55	4.99	10.69	2.96	16.16	26.93	1.62
A4924	38.05092	-121.62710	Central Delta Tidal Transition Zone	False River	May-2022	9.48	0.25	19.64	289.32	8.02	8.87	96.96	5.66	3.39	31.13	4.28	19.67	264.1	0.14	2.03	1.50	1.78	0.10	5.46	37.94	27.41	31.91	1.75	9.73	2.94	16.05	25.78	1.61
A4920	38.05103	-121.63408	Central Delta Tidal Transition Zone	False River	May-2022	8.78	0.25	19.78	296.20	8.07	8.93	97.87	5.31	4.30	31.62	5.27	19.81	273.7	0.15	4.37	1.71	1.41	0.06	7.66	49.74	24.51	22.81	1.08	9.07	2.98	16.25	25.31	1.63
A4957	38.05216	-121.53450	Central Delta Tidal Transition Zone	Mandeville Reach	May-2022	18.97	0.94	19.66	289.81	8.07	9.01	98.46	4.08	3.00	35.37	3.67	19.69	265.5	0.14	0.74	1.58	1.33	0.00	3.69	19.88	42.93	36.09	0.00	19.91	3.26	17.75	37.66	1.59
A3682	38.05177	-121.50737	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	20.26	0.81	19.72	291.19	8.09	9.11	99.67	4.40	3.31	35.58	4.07	19.72	265.8	0.14	0.53	1.63	2.04	0.01	4.20	13.08	44.05	42.64	0.22	21.05	3.27	17.83	38.88	1.79
A4377	38.05275	-121.49916	Central Delta Tidal Transition Zone	Little Connection Slough	May-2022	13.64	0.30	20.13	270.76	8.17	9.33	102.98	4.49	5.76	33.84	9.16	20.20	254.9	0.14	1.05	1.52	7.54	0.00	10.15	11.04	17.72	70.74	0.00	13.91	3.14	17.13	31.05	1.93
A4776	38.05184	-121.46430	Central Delta Tidal Transition Zone	Disappointment Slough	May-2022	25.28	0.87	20.49	371.95	7.96	8.45	93.88	2.19	2.99	48.57	3.67	20.50	346.2	0.18	0.31	1.24	1.15	0.00	2.68	11.85	47.70	41.34	0.08	26.17	4.23	23.03	49.20	2.95
A3680	38.05302	-121.51049	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	20.40	0.86	19.63	292.80	8.08	9.04	98.72	4.25	3.09	35.75	3.78	19.62	267.2	0.14	0.51	1.66	1.28	0.00	3.45	14.58	47.47	37.66	0.12	21.21	3.29	17.90	39.11	1.76
A4926	38.05346	-121.62523	Central Delta Tidal Transition Zone	False River	May-2022	8.77	0.25	19.60	290.31	8.04	8.90	97.18	5.54	3.55	31.21	4.52	19.63	264.7	0.14	2.43	1.55	1.84	0.09	5.92	41.27	26.29	30.59	1.52	8.97	2.95	16.09	25.06	1.61
A4918	38.05324	-121.63597	Central Delta Tidal Transition Zone	False River	May-2022	6.21	0.25	19.90	304.71	8.12	8.97	98.52	4.82	5.10	32.22	6.39	19.93	283.1	0.15	6.80	1.92	1.17	0.02	9.98	62.83	20.82	14.81	0.41	6.50	3.02	16.49	22.99	1.63
A4399	38.05401	-121.58147	Central Delta Tidal Transition Zone	Old River	May-2022	8.56	0.83	20.50	287.31	7.99	8.80	97.75	4.58	3.17	34.19	4.17	20.59	268.0	0.14	1.55	1.43	1.38	0.00	4.41	34.99	32.33	31.67	0.04	9.39	3.17	17.28	26.70	1.50
A3676	38.05364	-121.51725	Central Delta Tidal Transition Zone	San Joaquin River	May-2022	19.09	0.80	19.58	289.55	8.08	9.03	98.54	4.36	3.16	35.55	3.81	19.57	264.5	0.14	0.47	1.67	1.30	0.00	3.46	13.35	47.33	38.74	0.00	19.92	3.27	17.82	37.74	1.73
